date,adj_close,close,high,low,open,volume
,XLE,XLE,XLE,XLE,XLE,XLE
2023-05-30,71.77388763427734,77.95999908447266,78.05000305175781,77.0999984741211,77.4000015258789,20165800
2023-05-31,70.5125961303711,76.58999633789062,77.33000183105469,76.33000183105469,76.73999786376953,22398800
2023-06-01,71.38719940185547,77.54000091552734,78.41000366210938,76.25,76.7699966430664,25811800
2023-06-02,73.5599365234375,79.9000015258789,80.27999877929688,78.44999694824219,78.98999786376953,27639400
2023-06-05,73.07200622558594,79.37000274658203,81.06999969482422,79.2300033569336,81.06999969482422,18913100
2023-06-06,73.66120147705078,80.01000213623047,80.08000183105469,78.23999786376953,78.31999969482422,17375400
2023-06-07,75.61299896240234,82.12999725341797,82.2300033569336,80.3499984741211,80.4000015258789,30327100
2023-06-08,75.29076385498047,81.77999877929688,82.5199966430664,80.41999816894531,82.23999786376953,23077600
2023-06-09,74.87647247314453,81.33000183105469,82.13999938964844,81.11000061035156,81.73999786376953,19193500
2023-06-12,74.15837097167969,80.55000305175781,81.36000061035156,80.0,80.11000061035156,18193500
2023-06-13,74.50820922851562,80.93000030517578,82.5199966430664,80.88999938964844,81.44000244140625,20068200
2023-06-14,73.74407196044922,80.0999984741211,82.08999633789062,79.5,81.7300033569336,23802700
2023-06-15,74.55423736572266,80.9800033569336,81.58999633789062,80.22000122070312,80.23999786376953,23388500
2023-06-16,74.44377899169922,80.86000061035156,81.51000213623047,80.62999725341797,81.27999877929688,23730900
2023-06-20,72.777587890625,78.36000061035156,79.70999908447266,77.7699966430664,79.62000274658203,21276000
2023-06-21,73.35340118408203,78.9800033569336,79.6500015258789,77.91999816894531,78.04000091552734,17236900
2023-06-22,72.3689193725586,77.91999816894531,78.3499984741211,77.62999725341797,78.26000213623047,16753700
2023-06-23,71.84881591796875,77.36000061035156,77.56999969482422,76.72000122070312,77.08000183105469,17452600
2023-06-26,73.13978576660156,78.75,79.19000244140625,77.31999969482422,77.5,16244300
2023-06-27,73.30697631835938,78.93000030517578,79.2699966430664,78.20999908447266,78.66999816894531,14194200
2023-06-28,74.04998016357422,79.7300033569336,79.83000183105469,78.1500015258789,78.8499984741211,16451600
