date,adj_close,adj_close,adj_close,adj_close,adj_close,adj_close,adj_close,close,close,close,close,close,close,close,high,high,high,high,high,high,high,low,low,low,low,low,low,low,open,open,open,open,open,open,open,volume,volume,volume,volume,volume,volume,volume
,#,CORE,EUNL.DE,ISHARES,MSCI,UCITS,WORLD,#,CORE,EUNL.DE,ISHARES,MSCI,UCITS,WORLD,#,CORE,EUNL.DE,ISHARES,MSCI,UCITS,WORLD,#,CORE,EUNL.DE,ISHARES,MSCI,UCITS,WORLD,#,CORE,EUNL.DE,ISHARES,MSCI,UCITS,WORLD,#,CORE,EUNL.DE,ISHARES,MSCI,UCITS,WORLD
2023-05-30,,,74.7699966430664,,457.7160339355469,,,,,74.7699966430664,,471.4100036621094,,,,,75.38400268554688,,486.5,,,,,74.68000030517578,,469.6000061035156,,,,,75.1719970703125,,480.7200012207031,,,,,293714.0,,418200.0,,
2023-05-31,,,74.33599853515625,,456.86163330078125,,,,,74.33599853515625,,470.5299987792969,,,,,74.93399810791016,,471.69000244140625,,,,,74.25199890136719,,465.6000061035156,,,,,74.58200073242188,,468.9700012207031,,,,,745003.0,,723400.0,,
2023-06-01,,,74.7239990234375,,453.4050598144531,,,,,74.7239990234375,,466.9700012207031,,,,,74.8759994506836,,472.0,,,,,74.19999694824219,,458.17999267578125,,,,,74.7020034790039,,471.1700134277344,,,,,810821.0,,414700.0,,
2023-06-02,,,76.06400299072266,,464.85260009765625,,,,,76.06400299072266,,478.760009765625,,,,,76.1240005493164,,479.6400146484375,,,,,75.00800323486328,,471.29998779296875,,,,,75.06400299072266,,472.5299987792969,,,,,350471.0,,423600.0,,
2023-06-05,,,76.28399658203125,,466.8429870605469,,,,,76.28399658203125,,480.80999755859375,,,,,76.56400299072266,,483.55999755859375,,,,,76.06999969482422,,477.54998779296875,,,,,76.30000305175781,,477.8399963378906,,,,,327557.0,,358600.0,,
2023-06-06,,,76.4260025024414,,463.3767395019531,,,,,76.4260025024414,,477.239990234375,,,,,76.552001953125,,481.1600036621094,,,,,76.02200317382812,,473.3599853515625,,,,,76.07599639892578,,478.1700134277344,,,,,267648.0,,401700.0,,
2023-06-07,,,76.27999877929688,,458.76470947265625,,,,,76.27999877929688,,472.489990234375,,,,,76.47599792480469,,483.8299865722656,,,,,76.13999938964844,,471.3699951171875,,,,,76.40799713134766,,479.44000244140625,,,,,375633.0,,465300.0,,
2023-06-08,,,75.88200378417969,,466.90130615234375,,,,,75.88200378417969,,480.8699951171875,,,,,76.08799743652344,,481.7200012207031,,,,,75.58999633789062,,471.9200134277344,,,,,75.95999908447266,,474.3399963378906,,,,,145457.0,,319500.0,,
2023-06-09,,,76.25399780273438,,460.0852355957031,,,,,76.25399780273438,,473.8500061035156,,,,,76.5,,482.260009765625,,,,,75.85800170898438,,473.20001220703125,,,,,76.02400207519531,,482.260009765625,,,,,164582.0,,393600.0,,
2023-06-12,,,76.46600341796875,,460.40557861328125,,,,,76.46600341796875,,474.17999267578125,,,,,76.56199645996094,,477.4599914550781,,,,,76.22000122070312,,470.7300109863281,,,,,76.48799896240234,,477.4599914550781,,,,,286801.0,,1044700.0,,
