date,adj_close,adj_close,adj_close,adj_close,adj_close,adj_close,adj_close,adj_close,adj_close,close,close,close,close,close,close,close,close,close,high,high,high,high,high,high,high,high,high,low,low,low,low,low,low,low,low,low,open,open,open,open,open,open,open,open,open,volume,volume,volume,volume,volume,volume,volume,volume,volume
,#,(LSE),CORE,EM,IEMA.L,IMI,ISHARES,MSCI,UCITS,#,(LSE),CORE,EM,IEMA.L,IMI,ISHARES,MSCI,UCITS,#,(LSE),CORE,EM,IEMA.L,IMI,ISHARES,MSCI,UCITS,#,(LSE),CORE,EM,IEMA.L,IMI,ISHARES,MSCI,UCITS,#,(LSE),CORE,EM,IEMA.L,IMI,ISHARES,MSCI,UCITS,#,(LSE),CORE,EM,IEMA.L,IMI,ISHARES,MSCI,UCITS
2023-05-30,,,,0.7979372143745422,33.7599983215332,,,459.1576232910156,,,,,0.8199999928474426,33.7599983215332,,,471.4100036621094,,,,,0.8510000109672546,34.119998931884766,,,486.5,,,,,0.800000011920929,33.720001220703125,,,469.6000061035156,,,,,0.8510000109672546,33.95000076293945,,,480.7200012207031,,,,,100000.0,23012.0,,,418200.0,
2023-05-31,,,,0.7969641089439392,33.150001525878906,,,458.30047607421875,,,,,0.8190000057220459,33.150001525878906,,,470.5299987792969,,,,,0.8199999928474426,33.5099983215332,,,471.69000244140625,,,,,0.7400000095367432,33.150001525878906,,,465.6000061035156,,,,,0.800000011920929,33.31999969482422,,,468.9700012207031,,,,,49800.0,71782.0,,,723400.0,
2023-06-01,,,,0.7989103198051453,33.849998474121094,,,454.8330383300781,,,,,0.8209999799728394,33.849998474121094,,,466.9700012207031,,,,,0.8450000286102295,33.849998474121094,,,472.0,,,,,0.7900000214576721,33.400001525878906,,,458.17999267578125,,,,,0.7900000214576721,33.52000045776367,,,471.1700134277344,,,,,61300.0,39870.0,,,414700.0,
2023-06-02,,,,0.8397802114486694,34.630001068115234,,,466.31658935546875,,,,,0.8629999756813049,34.630001068115234,,,478.760009765625,,,,,0.8899999856948853,34.650001525878906,,,479.6400146484375,,,,,0.8050000071525574,34.34000015258789,,,471.29998779296875,,,,,0.8050000071525574,34.34000015258789,,,472.5299987792969,,,,,19700.0,31209.0,,,423600.0,
2023-06-05,,,,0.7804214954376221,34.47999954223633,,,468.3133239746094,,,,,0.8019999861717224,34.47999954223633,,,480.80999755859375,,,,,0.8629999756813049,34.52000045776367,,,483.55999755859375,,,,,0.75,34.38999938964844,,,477.54998779296875,,,,,0.8330000042915344,34.45000076293945,,,477.8399963378906,,,,,34700.0,414856.0,,,358600.0,
2023-06-06,,,,0.7843139171600342,34.779998779296875,,,464.8360595703125,,,,,0.8059999942779541,34.779998779296875,,,477.239990234375,,,,,0.8299999833106995,34.779998779296875,,,481.1600036621094,,,,,0.7599999904632568,34.470001220703125,,,473.3599853515625,,,,,0.7900000214576721,34.5,,,478.1700134277344,,,,,28600.0,26253.0,,,401700.0,
2023-06-07,,,,0.821291446685791,34.8650016784668,,,460.2095642089844,,,,,0.843999981880188,34.8650016784668,,,472.489990234375,,,,,0.8550000190734863,35.0,,,483.8299865722656,,,,,0.800000011920929,34.709999084472656,,,471.3699951171875,,,,,0.8059999942779541,34.7400016784668,,,479.44000244140625,,,,,27200.0,50073.0,,,465300.0,
2023-06-08,,,,0.7882062792778015,34.939998626708984,,,468.3717346191406,,,,,0.8100000023841858,34.939998626708984,,,480.8699951171875,,,,,0.8429999947547913,34.939998626708984,,,481.7200012207031,,,,,0.75,34.66999816894531,,,471.9200134277344,,,,,0.8140000104904175,34.66999816894531,,,474.3399963378906,,,,,35100.0,11030.0,,,319500.0,
2023-06-09,,,,0.8037757277488708,35.189998626708984,,,461.5342102050781,,,,,0.8259999752044678,35.189998626708984,,,473.8500061035156,,,,,0.8410000205039978,35.290000915527344,,,482.260009765625,,,,,0.7900000214576721,34.97999954223633,,,473.20001220703125,,,,,0.800000011920929,35.11000061035156,,,482.260009765625,,,,,19200.0,16717.0,,,393600.0,
2023-06-12,,,,0.7784753441810608,35.16999816894531,,,461.8556213378906,,,,,0.800000011920929,35.16999816894531,,,474.17999267578125,,,,,0.8100000023841858,35.220001220703125,,,477.4599914550781,,,,,0.800000011920929,35.0880012512207,,,470.7300109863281,,,,,0.8100000023841858,35.15999984741211,,,477.4599914550781,,,,,22600.0,48137.0,,,1044700.0,
2023-06-13,,,,0.8008565306663513,35.560001373291016,,,467.51458740234375,,,,,0.8230000138282776,35.560001373291016,,,479.989990234375,,,,,0.8299999833106995,35.7599983215332,,,482.4700012207031,,,,,0.800000011920929,35.43000030517578,,,471.6600036621094,,,,,0.800000011920929,35.43000030517578,,,477.19000244140625,,,,,26300.0,65934.0,,,1373800.0,
