date,adj_close,adj_close,adj_close,adj_close,adj_close,adj_close,close,close,close,close,close,close,high,high,high,high,high,high,low,low,low,low,low,low,open,open,open,open,open,open,volume,volume,volume,volume,volume,volume
,#,CORE,DAX,EXS1.DE,ISHARES,UCITS,#,CORE,DAX,EXS1.DE,ISHARES,UCITS,#,CORE,DAX,EXS1.DE,ISHARES,UCITS,#,CORE,DAX,EXS1.DE,ISHARES,UCITS,#,CORE,DAX,EXS1.DE,ISHARES,UCITS,#,CORE,DAX,EXS1.DE,ISHARES,UCITS
2023-06-01,,,27.651721954345703,132.94000244140625,,,,,29.420000076293945,132.94000244140625,,,,,29.459999084472656,132.94000244140625,,,,,28.899999618530273,131.89999389648438,,,,,29.059999465942383,132.02000427246094,,,,,9000.0,83797.0,,
2023-06-02,,,27.717514038085938,134.5399932861328,,,,,29.489999771118164,134.5399932861328,,,,,29.690000534057617,134.6999969482422,,,,,29.336000442504883,133.5,,,,,29.639999389648438,133.74000549316406,,,,,8500.0,106506.0,,
2023-06-05,,,27.614124298095703,133.72000122070312,,,,,29.3799991607666,133.72000122070312,,,,,29.690000534057617,135.0399932861328,,,,,29.31999969482422,133.5,,,,,29.5,134.6999969482422,,,,,52000.0,51254.0,,
2023-06-06,,,27.614124298095703,134.0800018310547,,,,,29.3799991607666,134.0800018310547,,,,,29.670000076293945,134.13999938964844,,,,,29.299999237060547,133.4199981689453,,,,,29.299999237060547,133.66000366210938,,,,,9100.0,45505.0,,
2023-06-07,,,27.567129135131836,133.75999450683594,,,,,29.329999923706055,133.75999450683594,,,,,29.469999313354492,134.1999969482422,,,,,29.280000686645508,133.32000732421875,,,,,29.459999084472656,133.94000244140625,,,,,4100.0,87088.0,,
2023-06-08,,,27.905492782592773,134.0,,,,,29.690000534057617,134.0,,,,,29.809999465942383,134.1999969482422,,,,,29.389999389648438,133.36000061035156,,,,,29.459999084472656,133.66000366210938,,,,,9300.0,47787.0,,
2023-06-09,,,27.698715209960938,133.63999938964844,,,,,29.469999313354492,133.63999938964844,,,,,29.610000610351562,134.0,,,,,29.39699935913086,133.4600067138672,,,,,29.56999969482422,133.9199981689453,,,,,3100.0,39032.0,,
2023-06-12,,,28.065277099609375,134.83999633789062,,,,,29.860000610351562,134.83999633789062,,,,,29.940000534057617,135.16000366210938,,,,,29.65999984741211,134.25999450683594,,,,,29.700000762939453,134.5,,,,,6800.0,76026.0,,
2023-06-13,,,28.253252029418945,135.97999572753906,,,,,30.059999465942383,135.97999572753906,,,,,30.18199920654297,136.02000427246094,,,,,29.920000076293945,134.9600067138672,,,,,30.040000915527344,135.8000030517578,,,,,15200.0,103081.0,,
