date,adj_close,close,high,low,open,volume
,IWM,IWM,IWM,IWM,IWM,IWM
2023-05-30,170.20462036132812,175.5,177.5500030517578,174.75999450683594,176.7100067138672,25572600
2023-05-31,168.52684020996094,173.77000427246094,176.00999450683594,172.36000061035156,174.69000244140625,34598800
2023-06-01,170.35011291503906,175.64999389648438,176.24000549316406,172.92999267578125,173.86000061035156,27800900
2023-06-02,176.5278778076172,182.02000427246094,182.08999633789062,177.4499969482422,178.00999450683594,50212400
2023-06-05,174.16151428222656,179.5800018310547,181.25999450683594,178.44000244140625,181.25999450683594,34465800
2023-06-06,178.74879455566406,184.30999755859375,184.9600067138672,178.92999267578125,178.92999267578125,58584500
2023-06-07,182.09329223632812,187.24000549316406,187.77000427246094,184.9600067138672,184.9600067138672,60685600
2023-06-08,181.41253662109375,186.5399932861328,187.3800048828125,184.91000366210938,186.75,34185000
2023-06-09,179.9440460205078,185.02999877929688,186.61000061035156,184.4499969482422,186.32000732421875,30242200
2023-06-12,180.69288635253906,185.8000030517578,186.67999267578125,184.22000122070312,185.22999572753906,26580500
2023-06-13,182.76431274414062,187.92999267578125,188.97999572753906,186.27000427246094,186.44000244140625,35758200
2023-06-14,180.7998504638672,185.91000366210938,189.24000549316406,184.5500030517578,188.32000732421875,37114100
2023-06-15,182.28781127929688,187.44000244140625,187.57000732421875,184.91000366210938,185.0800018310547,36488400
2023-06-16,180.8290252685547,185.94000244140625,188.5500030517578,185.08999633789062,187.9499969482422,50684500
2023-06-20,180.0413055419922,185.1300048828125,185.57000732421875,183.75999450683594,185.16000366210938,33269300
2023-06-21,179.6231231689453,184.6999969482422,185.91000366210938,183.58999633789062,184.44000244140625,30730200
2023-06-22,178.290771484375,183.3300018310547,184.25,182.49000549316406,184.1999969482422,27063700
2023-06-23,175.6066436767578,180.57000732421875,182.41000366210938,180.0500030517578,180.77000427246094,50610100
2023-06-26,175.7816925048828,180.75,182.74000549316406,180.3699951171875,180.44000244140625,31507900
2023-06-27,178.3199462890625,183.36000061035156,183.99000549316406,180.39999389648438,181.1999969482422,28818800
2023-06-28,179.1951904296875,184.25999450683594,184.4199981689453,182.1199951171875,182.99000549316406,23187600
2023-06-29,181.2569122314453,186.3800048828125,187.0800018310547,184.42999267578125,184.72000122070312,32084100
2023-06-30,182.12246704101562,187.27000427246094,188.42999267578125,186.91000366210938,188.25999450683594,30287300
2023-07-03,182.49200439453125,187.64999389648438,188.83999633789062,186.74000549316406,186.91000366210938,14011900
2023-07-05,180.6734161376953,185.77999877929688,187.2100067138672,185.44000244140625,187.1300048828125,24092100
2023-07-06,177.75587463378906,182.77999877929688,183.7100067138672,180.72000122070312,183.6300048828125,39080800
2023-07-07,179.63282775878906,184.7100067138672,186.49000549316406,182.92999267578125,182.97999572753906,31706700
2023-07-10,182.70596313476562,187.8699951171875,188.0500030517578,184.16000366210938,184.5800018310547,29725100
2023-07-11,184.5829315185547,189.8000030517578,190.0800018310547,187.69000244140625,188.47999572753906,26738800
2023-07-12,186.5960235595703,191.8699951171875,193.0500030517578,191.3699951171875,192.75999450683594,40127300
2023-07-13,188.1033935546875,193.4199981689453,193.69000244140625,191.8000030517578,192.50999450683594,23523000
2023-07-14,186.26536560058594,191.52999877929688,193.49000549316406,190.2899932861328,193.33999633789062,32198600
2023-07-17,188.25901794433594,193.5800018310547,194.36000061035156,191.13999938964844,191.33999633789062,23283700
2023-07-18,190.5833282470703,195.97000122070312,196.38999938964844,193.49000549316406,193.6999969482422,28489800
2023-07-19,191.39048767089844,196.8000030517578,197.66000366210938,195.92999267578125,196.6999969482422,23679000
2023-07-20,189.71778869628906,195.0800018310547,196.94000244140625,194.27000427246094,196.94000244140625,27278100
2023-07-21,189.11485290527344,194.4600067138672,196.6199951171875,194.08999633789062,196.38999938964844,28982400
