date,value
2007-04-11,32.80081558227539
2007-04-12,32.82283020019531
2007-04-13,32.76307678222656
2007-04-16,32.75053024291992
2007-04-17,32.73481369018555
2007-04-18,32.74425506591797
2007-04-19,32.85740280151367
2007-04-20,32.838558197021484
2007-04-23,32.85740280151367
2007-04-24,33.08372497558594
2007-04-25,33.1340217590332
2007-04-26,33.193748474121094
2007-04-27,33.193748474121094
2007-04-30,33.19690704345703
2007-05-01,33.20097351074219
2007-05-02,33.1883430480957
2007-05-03,33.19150924682617
2007-05-04,33.23250198364258
2007-05-07,33.229339599609375
2007-05-08,33.25456619262695
2007-05-09,33.166316986083984
2007-05-10,33.28608322143555
2007-05-11,33.30497741699219
2007-05-14,33.301822662353516
2007-05-15,33.276649475097656
2007-05-16,33.364898681640625
2007-05-17,33.35543441772461
2007-05-18,33.364898681640625
2007-05-21,33.39640426635742
2007-05-22,33.39955520629883
2007-05-23,33.37434768676758
2007-05-24,33.383827209472656
2007-05-25,33.43109893798828
2007-05-29,33.29869842529297
2007-05-30,33.37434768676758
2007-05-31,33.32076644897461
2007-06-01,33.316322326660156
2007-06-04,33.34486770629883
2007-06-05,33.29731369018555
2007-06-06,33.256099700927734
2007-06-07,33.10078811645508
2007-06-08,33.012027740478516
2007-06-11,32.942298889160156
2007-06-12,32.77430725097656
2007-06-13,32.83135986328125
2007-06-14,32.85673141479492
2007-06-15,32.85040283203125
2007-06-18,32.8693962097168
2007-06-19,32.91059112548828
2007-06-20,32.618988037109375
2007-06-21,32.679203033447266
2007-06-22,32.74261474609375
2007-06-25,32.55242919921875
2007-06-26,32.64752197265625
2007-06-27,32.533416748046875
2007-06-28,32.36226272583008
2007-06-29,32.27033996582031
2007-07-02,32.52320098876953
2007-07-03,32.46261215209961
2007-07-05,32.344608306884766
2007-07-06,32.379695892333984
2007-07-09,32.478515625
2007-07-10,32.392452239990234
2007-07-11,32.150123596191406
2007-07-12,32.24578094482422
2007-07-13,32.379695892333984
2007-07-16,32.392452239990234
2007-07-17,32.43070602416992
2007-07-18,32.18837356567383
2007-07-19,32.22344970703125
2007-07-20,32.140567779541016
2007-07-23,32.0704345703125
2007-07-24,31.885501861572266
2007-07-25,31.582576751708984
2007-07-26,31.136192321777344
2007-07-27,30.61644172668457
2007-07-30,30.9129695892334
2007-07-31,31.0181884765625
2007-08-01,30.954010009765625
2007-08-02,31.130525588989258
2007-08-03,31.130525588989258
2007-08-06,31.063100814819336
2007-08-07,31.284549713134766
2007-08-08,31.653635025024414
2007-08-09,31.62156105041504
2007-08-10,31.557348251342773
2007-08-13,31.78843879699707
2007-08-14,31.541292190551758
2007-08-15,31.71782112121582
2007-08-16,31.67610740661621
2007-08-17,31.997045516967773
2007-08-20,31.692153930664062
2007-08-21,31.52847671508789
2007-08-22,31.77238655090332
2007-08-23,31.964935302734375
2007-08-24,32.04517364501953
2007-08-27,32.253780364990234
2007-08-28,32.14146423339844
2007-08-29,32.26984405517578
2007-08-30,32.33723068237305
2007-08-31,32.6292610168457
2007-09-04,32.856292724609375
2007-09-05,32.86920166015625
2007-09-06,32.84984588623047
2007-09-07,32.47523498535156
2007-09-10,32.614105224609375
2007-09-11,32.882110595703125
2007-09-12,33.03063201904297
2007-09-13,32.91440200805664
2007-09-14,33.224395751953125
2007-09-17,33.376155853271484
2007-09-18,33.61513137817383
2007-09-19,34.2577018737793
2007-09-20,33.418155670166016
2007-09-21,33.50210189819336
2007-09-24,33.7281494140625
2007-09-25,33.808895111083984
2007-09-26,33.68616485595703
2007-09-27,33.58282470703125
2007-09-28,33.58282470703125
2007-10-01,33.71117401123047
2007-10-02,33.776161193847656
2007-10-03,33.597469329833984
2007-10-04,33.740440368652344
2007-10-05,33.759918212890625
2007-10-08,33.87364196777344
2007-10-09,33.899635314941406
2007-10-10,33.87039566040039
2007-10-11,33.91911315917969
2007-10-12,33.95488739013672
2007-10-15,34.11735916137695
2007-10-16,33.98737335205078
2007-10-17,33.56819152832031
2007-10-18,33.55195617675781
2007-10-19,33.40251541137695
2007-10-22,33.09380340576172
2007-10-23,33.370018005371094
2007-10-24,33.370018005371094
2007-10-25,33.41875457763672
2007-10-26,33.49671173095703
2007-10-29,33.597469329833984
2007-10-30,33.532466888427734
2007-10-31,33.74367141723633
2007-11-01,33.52454376220703
2007-11-02,33.4427604675293
2007-11-05,33.426414489746094
2007-11-06,33.59976577758789
2007-11-07,33.557228088378906
2007-11-08,33.13206481933594
2007-11-09,33.27922058105469
2007-11-12,33.41007614135742
2007-11-13,33.27922058105469
2007-11-14,33.361000061035156
2007-11-15,33.35117721557617
2007-11-16,33.361000061035156
2007-11-19,33.361000061035156
2007-11-20,33.03395080566406
2007-11-21,32.41249084472656
2007-11-23,32.35035705566406
2007-11-26,32.706871032714844
2007-11-27,32.755924224853516
2007-11-28,33.06663131713867
2007-11-29,33.23019027709961
2007-11-30,33.36428451538086
2007-12-03,33.70067596435547
2007-12-04,33.57229995727539
2007-12-05,33.17733383178711
2007-12-06,33.47352600097656
2007-12-07,33.457096099853516
2007-12-10,33.40773010253906
2007-12-11,33.374813079833984
2007-12-12,33.55584716796875
2007-12-13,33.53937530517578
2007-12-14,33.5887451171875
2007-12-17,33.40773010253906
2007-12-18,33.440616607666016
2007-12-19,33.605194091796875
2007-12-20,33.532779693603516
2007-12-21,33.63811111450195
2007-12-24,33.51960754394531
2007-12-26,33.37150192260742
2007-12-27,33.59161376953125
2007-12-28,33.26396179199219
2007-12-31,33.33675765991211
2008-01-02,32.93294906616211
2008-01-03,32.87005615234375
