date,value
2003-01-02 05:00:00,59.820526123046875
2003-01-03 05:00:00,60.00444793701172
2003-01-06 05:00:00,61.06200408935547
2003-01-07 05:00:00,60.91095733642578
2003-01-08 05:00:00,60.03070831298828
2003-01-09 05:00:00,60.96345138549805
2003-01-10 05:00:00,61.127655029296875
2003-01-13 05:00:00,61.10799026489258
2003-01-14 05:00:00,61.305057525634766
2003-01-15 05:00:00,60.694190979003906
2003-01-16 05:00:00,60.444557189941406
2003-01-17 05:00:00,59.551212310791016
2003-01-21 05:00:00,58.625022888183594
2003-01-22 05:00:00,57.91563034057617
2003-01-23 05:00:00,58.27034378051758
2003-01-24 05:00:00,56.73981857299805
2003-01-27 05:00:00,55.96474075317383
2003-01-28 05:00:00,56.37858200073242
2003-01-29 05:00:00,56.80550003051758
2003-01-30 05:00:00,55.4589729309082
2003-01-31 05:00:00,56.52961349487305
2003-02-03 05:00:00,56.64129638671875
2003-02-04 05:00:00,56.08301544189453
2003-02-05 05:00:00,55.734825134277344
2003-02-06 05:00:00,55.47209167480469
2003-02-07 05:00:00,54.79549789428711
2003-02-10 05:00:00,55.183074951171875
2003-02-11 05:00:00,54.80207824707031
2003-02-12 05:00:00,53.928443908691406
2003-02-13 05:00:00,54.092674255371094
2003-02-14 05:00:00,55.27500915527344
2003-02-18 05:00:00,56.24718475341797
2003-02-19 05:00:00,55.95159149169922
2003-02-20 05:00:00,55.393253326416016
2003-02-21 05:00:00,55.95159149169922
2003-02-24 05:00:00,55.045162200927734
2003-02-25 05:00:00,55.4852294921875
2003-02-26 05:00:00,54.67728805541992
2003-02-27 05:00:00,55.39982223510742
2003-02-28 05:00:00,55.76769256591797
2003-03-03 05:00:00,55.23563003540039
2003-03-04 05:00:00,54.35544967651367
2003-03-05 05:00:00,54.81523132324219
2003-03-06 05:00:00,54.35544967651367
2003-03-07 05:00:00,54.729827880859375
2003-03-10 05:00:00,53.416107177734375
2003-03-11 05:00:00,52.8906135559082
2003-03-12 05:00:00,53.24532699584961
2003-03-13 05:00:00,55.08454132080078
2003-03-14 05:00:00,55.261898040771484
2003-03-17 05:00:00,57.00259780883789
2003-03-18 05:00:00,57.33755874633789
2003-03-19 05:00:00,57.777687072753906
2003-03-20 05:00:00,57.90247344970703
2003-03-21 05:00:00,59.13840866088867
2003-03-24 05:00:00,57.173072814941406
2003-03-25 05:00:00,57.720458984375
2003-03-26 05:00:00,57.43027114868164
2003-03-27 05:00:00,57.4764518737793
2003-03-28 05:00:00,57.18626403808594
2003-03-31 05:00:00,55.88703536987305
2003-04-01 05:00:00,56.744384765625
2003-04-02 05:00:00,58.116172790527344
2003-04-03 05:00:00,57.839168548583984
2003-04-04 05:00:00,58.18212127685547
2003-04-07 04:00:00,58.07001495361328
2003-04-08 04:00:00,58.16233444213867
2003-04-09 04:00:00,57.397315979003906
2003-04-10 04:00:00,57.71387481689453
2003-04-11 04:00:00,57.4764518737793
2003-04-14 04:00:00,58.66357421875
2003-04-15 04:00:00,59.21099090576172
2003-04-16 04:00:00,58.20188903808594
2003-04-17 04:00:00,59.06586456298828
2003-04-21 04:00:00,59.12522888183594
2003-04-22 04:00:00,60.239830017089844
2003-04-23 04:00:00,60.79379653930664
2003-04-24 04:00:00,60.25294876098633
2003-04-25 04:00:00,59.50773620605469
2003-04-28 04:00:00,60.53658676147461
2003-04-29 04:00:00,60.74763107299805
2003-04-30 04:00:00,60.61573028564453
2003-05-01 04:00:00,60.6091194152832
2003-05-02 04:00:00,61.47306442260742
2003-05-05 04:00:00,61.3543586730957
2003-05-06 04:00:00,61.934749603271484
2003-05-07 04:00:00,61.59180450439453
2003-05-08 04:00:00,60.97185134887695
2003-05-09 04:00:00,61.81602478027344
2003-05-12 04:00:00,62.574462890625
2003-05-13 04:00:00,62.46235275268555
2003-05-14 04:00:00,62.33045959472656
2003-05-15 04:00:00,62.72618865966797
2003-05-16 04:00:00,62.56787872314453
2003-05-19 04:00:00,61.1037483215332
2003-05-20 04:00:00,60.97846603393555
2003-05-21 04:00:00,61.1037483215332
2003-05-22 04:00:00,61.710506439208984
2003-05-23 04:00:00,61.83583450317383
2003-05-27 04:00:00,62.91742706298828
2003-05-28 04:00:00,63.0954475402832
2003-05-29 04:00:00,62.930599212646484
2003-05-30 04:00:00,63.93966293334961
2003-06-02 04:00:00,64.2034683227539
2003-06-03 04:00:00,64.46729278564453
2003-06-04 04:00:00,65.39716339111328
2003-06-05 04:00:00,65.72035217285156
2003-06-06 04:00:00,65.463134765625
2003-06-09 04:00:00,64.7970199584961
2003-06-10 04:00:00,65.45655822753906
2003-06-11 04:00:00,66.1490249633789
2003-06-12 04:00:00,66.35348510742188
2003-06-13 04:00:00,65.6609878540039
2003-06-16 04:00:00,67.04595947265625
2003-06-17 04:00:00,67.04595947265625
2003-06-18 04:00:00,66.9865951538086
2003-06-19 04:00:00,65.96434783935547
2003-06-20 04:00:00,65.81875610351562
2003-06-23 04:00:00,65.14360809326172
2003-06-24 04:00:00,65.20980072021484
2003-06-25 04:00:00,64.55453491210938
2003-06-26 04:00:00,65.3951187133789
2003-06-27 04:00:00,64.64055633544922
2003-06-30 04:00:00,64.6207275390625
2003-07-01 04:00:00,65.2164306640625
2003-07-02 04:00:00,66.03713989257812
2003-07-03 04:00:00,65.35540771484375
2003-07-07 04:00:00,66.6527328491211
2003-07-08 04:00:00,66.95062255859375
2003-07-09 04:00:00,66.57331085205078
2003-07-10 04:00:00,65.72608947753906
2003-07-11 04:00:00,66.34822845458984
2003-07-14 04:00:00,66.6725845336914
