Price,Adj Close,Close,High,Low,Open,Volume
Ticker,BMW.DE,BMW.DE,BMW.DE,BMW.DE,BMW.DE,BMW.DE
Date,,,,,,
2024-05-24,88.08634185791016,92.83999633789062,93.18000030517578,91.95999908447266,92.33999633789062,716120
2024-05-27,88.90230560302734,93.69999694824219,93.83999633789062,92.81999969482422,93.0999984741211,507582
2024-05-28,88.9971923828125,93.80000305175781,94.12000274658203,93.36000061035156,93.86000061035156,663217
2024-05-29,87.11856842041016,91.81999969482422,93.55999755859375,91.55999755859375,93.26000213623047,1067837
2024-05-30,87.85863494873047,92.5999984741211,93.05999755859375,91.31999969482422,91.5,600967
2024-05-31,88.408935546875,93.18000030517578,93.19999694824219,92.30000305175781,92.63999938964844,2493881
2024-06-03,88.4848403930664,93.26000213623047,94.44000244140625,93.23999786376953,93.72000122070312,981704
2024-06-04,87.32730865478516,92.04000091552734,93.13999938964844,91.4000015258789,93.13999938964844,774662
2024-06-05,86.73905181884766,91.41999816894531,92.62000274658203,91.41999816894531,92.36000061035156,1017525
2024-06-06,86.81495666503906,91.5,92.31999969482422,91.22000122070312,91.76000213623047,719728
2024-06-07,86.51134490966797,91.18000030517578,91.54000091552734,90.19999694824219,91.30000305175781,702679
2024-06-10,86.62519836425781,91.30000305175781,91.30000305175781,89.80000305175781,90.5999984741211,923388
2024-06-11,86.45441436767578,91.12000274658203,91.36000061035156,90.44000244140625,91.33999633789062,774169
2024-06-12,85.6384506225586,90.26000213623047,90.86000061035156,88.66000366210938,90.4000015258789,1314492
2024-06-13,83.74085235595703,88.26000213623047,89.44000244140625,87.94000244140625,89.26000213623047,1203841
2024-06-14,82.45049285888672,86.9000015258789,88.5,86.63999938964844,88.31999969482422,1418777
2024-06-17,83.570068359375,88.08000183105469,88.08000183105469,86.54000091552734,87.27999877929688,798703
2024-06-18,83.09567260742188,87.58000183105469,88.80000305175781,87.54000091552734,88.80000305175781,729064
2024-06-19,84.00651550292969,88.54000091552734,89.13999938964844,87.33999633789062,87.69999694824219,1313659
2024-06-20,83.85470581054688,88.37999725341797,89.0999984741211,87.58000183105469,88.58000183105469,799244
2024-06-21,82.79206085205078,87.26000213623047,88.44000244140625,87.16000366210938,88.44000244140625,3513801
2024-06-24,85.0501937866211,89.63999938964844,90.63999938964844,87.9000015258789,88.0,1388889
2024-06-25,85.61946868896484,90.23999786376953,90.23999786376953,89.0999984741211,89.37999725341797,777192
2024-06-26,83.45621490478516,87.95999908447266,90.0999984741211,87.44000244140625,90.05999755859375,1436592
2024-06-27,83.58904266357422,88.0999984741211,88.94000244140625,87.69999694824219,87.94000244140625,942472
2024-06-28,83.85470581054688,88.37999725341797,89.05999755859375,88.0,89.04000091552734,1049108
2024-07-01,84.57579803466797,89.13999938964844,90.12000274658203,88.86000061035156,89.76000213623047,916038
2024-07-02,83.51313781738281,88.0199966430664,88.73999786376953,87.0999984741211,88.62000274658203,1009716
2024-07-03,83.91163635253906,88.44000244140625,89.23999786376953,88.26000213623047,88.30000305175781,733923
2024-07-04,83.64598083496094,88.16000366210938,89.0999984741211,87.4000015258789,88.30000305175781,843005
2024-07-05,83.20952606201172,87.69999694824219,89.05999755859375,87.36000061035156,88.31999969482422,711019
2024-07-08,82.65922546386719,87.12000274658203,88.18000030517578,87.04000091552734,87.58000183105469,754396
2024-07-09,83.20952606201172,87.69999694824219,88.55999755859375,86.91999816894531,87.41999816894531,1221928
2024-07-10,84.91736602783203,89.5,90.0999984741211,86.94000244140625,87.9800033569336,1728422
2024-07-11,86.34056091308594,91.0,91.30000305175781,89.58000183105469,90.0,1238881
2024-07-12,87.46013641357422,92.18000030517578,92.37999725341797,90.9800033569336,91.31999969482422,1020316
2024-07-15,85.22097778320312,89.81999969482422,91.69999694824219,89.81999969482422,91.69999694824219,1006986
2024-07-16,84.32910919189453,88.87999725341797,89.95999908447266,88.4000015258789,89.12000274658203,936457
2024-07-17,85.10711669921875,89.69999694824219,89.83999633789062,88.18000030517578,88.94000244140625,649815
2024-07-18,86.64417266845703,91.31999969482422,91.77999877929688,90.0,90.18000030517578,945313
2024-07-19,84.89839172363281,89.4800033569336,91.05999755859375,89.12000274658203,90.5999984741211,1221839
2024-07-22,86.26465606689453,90.91999816894531,91.55999755859375,89.9800033569336,90.22000122070312,838299
2024-07-23,85.41073608398438,90.0199966430664,91.45999908447266,89.5199966430664,90.44000244140625,726246
2024-07-24,84.537841796875,89.0999984741211,89.86000061035156,88.45999908447266,89.0,820645
2024-07-25,83.68392181396484,88.19999694824219,88.26000213623047,86.9000015258789,88.0,1126983
2024-07-26,83.07669067382812,87.55999755859375,88.5,86.77999877929688,87.0999984741211,843504
2024-07-29,82.1468734741211,86.58000183105469,88.16000366210938,86.23999786376953,87.91999816894531,830759
2024-07-30,82.31765747070312,86.76000213623047,87.27999877929688,86.16000366210938,86.69999694824219,613006
2024-07-31,81.42578887939453,85.81999969482422,86.83999633789062,85.5,86.45999908447266,1162556
2024-08-01,78.93993377685547,83.19999694824219,84.5,81.36000061035156,82.4000015258789,1931186
2024-08-02,77.85830688476562,82.05999755859375,83.23999786376953,81.83999633789062,82.86000061035156,1331073
2024-08-05,75.73300170898438,79.81999969482422,80.80000305175781,77.9800033569336,79.81999969482422,1838717
2024-08-06,75.46733856201172,79.54000091552734,81.0199966430664,79.0999984741211,80.23999786376953,1069024
2024-08-07,76.28330993652344,80.4000015258789,81.4800033569336,79.69999694824219,79.81999969482422,842763
2024-08-08,75.73300170898438,79.81999969482422,80.05999755859375,79.31999969482422,80.0199966430664,809068
2024-08-09,75.61914825439453,79.69999694824219,80.80000305175781,79.55999755859375,79.80000305175781,567115
2024-08-12,74.93601989746094,78.9800033569336,80.19999694824219,78.73999786376953,80.0,852608
2024-08-13,75.25860595703125,79.31999969482422,79.54000091552734,78.73999786376953,79.30000305175781,797281
2024-08-14,75.94174194335938,80.04000091552734,80.72000122070312,79.58000183105469,79.77999877929688,646702
2024-08-15,77.30801391601562,81.4800033569336,81.94000244140625,79.95999908447266,80.36000061035156,770900
2024-08-16,77.55469512939453,81.73999786376953,82.22000122070312,81.23999786376953,82.0,665460
2024-08-19,78.4845199584961,82.72000122070312,83.18000030517578,81.83999633789062,81.91999816894531,815899
2024-08-20,78.4275894165039,82.66000366210938,83.08000183105469,82.41999816894531,82.80000305175781,530630
2024-08-21,79.28150177001953,83.55999755859375,83.91999816894531,82.36000061035156,82.36000061035156,593288
2024-08-22,78.95891571044922,83.22000122070312,83.63999938964844,82.83999633789062,83.63999938964844,547692
2024-08-23,80.13542175292969,84.45999908447266,84.5199966430664,83.5,83.54000091552734,727980
2024-08-26,80.45801544189453,84.80000305175781,85.22000122070312,84.0,84.23999786376953,571779
2024-08-27,80.43904113769531,84.77999877929688,86.05999755859375,84.77999877929688,85.0999984741211,730027
2024-08-28,79.26252746582031,83.54000091552734,85.16000366210938,83.54000091552734,84.94000244140625,906915
2024-08-29,79.56614685058594,83.86000061035156,84.36000061035156,83.33999633789062,83.4800033569336,622753
2024-08-30,79.52819061279297,83.81999969482422,84.26000213623047,83.63999938964844,84.0199966430664,1260387
2024-09-02,78.88301086425781,83.13999938964844,84.04000091552734,82.63999938964844,84.04000091552734,564848
2024-09-03,77.3839111328125,81.55999755859375,83.0199966430664,81.22000122070312,82.80000305175781,930978
2024-09-04,76.4161376953125,80.54000091552734,81.0999984741211,80.0999984741211,80.18000030517578,779365
2024-09-05,76.18843078613281,80.30000305175781,81.91999816894531,79.95999908447266,80.18000030517578,714921
2024-09-06,74.1959457397461,78.19999694824219,80.16000366210938,77.95999908447266,80.13999938964844,1403267
2024-09-09,73.66462707519531,77.63999938964844,78.63999938964844,77.0999984741211,78.30000305175781,1098562
2024-09-10,65.44804382324219,68.9800033569336,77.27999877929688,68.58000183105469,77.22000122070312,6256965
2024-09-11,67.44051361083984,71.08000183105469,71.33999633789062,68.83999633789062,68.87999725341797,3295158
2024-09-12,67.7061767578125,71.36000061035156,72.55999755859375,70.77999877929688,71.87999725341797,1660659
2024-09-13,69.5658187866211,73.31999969482422,73.58000183105469,71.5199966430664,71.55999755859375,1291278
2024-09-16,68.80677795410156,72.5199966430664,73.26000213623047,72.4800033569336,73.0999984741211,957469
2024-09-17,69.1863021850586,72.91999816894531,73.72000122070312,72.45999908447266,72.58000183105469,981218
2024-09-18,70.70437622070312,74.5199966430664,75.0,73.0199966430664,73.23999786376953,1624277
2024-09-19,72.2414321899414,76.13999938964844,77.45999908447266,75.91999816894531,76.30000305175781,1702948
2024-09-20,69.86943817138672,73.63999938964844,73.95999908447266,72.77999877929688,73.30000305175781,0
2024-09-23,71.5772705078125,75.44000244140625,75.5999984741211,73.16000366210938,73.81999969482422,1106631
2024-09-24,74.12004852294922,78.12000274658203,78.72000122070312,77.63999938964844,77.69999694824219,2123519
2024-09-25,71.7860107421875,75.66000366210938,78.33999633789062,75.66000366210938,78.0,1673495
2024-09-26,74.51854705810547,78.54000091552734,79.08000183105469,77.0199966430664,77.18000030517578,1739005
2024-09-27,76.98541259765625,81.13999938964844,81.27999877929688,78.66000366210938,78.66000366210938,1758309
2024-09-30,75.12577056884766,79.18000030517578,80.63999938964844,78.86000061035156,80.5,1453752
2024-10-01,73.75950622558594,77.73999786376953,79.68000030517578,77.55999755859375,79.18000030517578,925299
2024-10-02,73.6456527709961,77.62000274658203,78.69999694824219,77.33999633789062,77.63999938964844,780524
2024-10-03,72.50708770751953,76.41999816894531,77.55999755859375,75.83999633789062,77.36000061035156,946014
2024-10-04,73.77848052978516,77.76000213623047,78.44000244140625,76.33999633789062,76.41999816894531,764681
2024-10-07,73.85438537597656,77.83999633789062,78.33999633789062,77.08000183105469,78.27999877929688,562637
2024-10-08,72.35528564453125,76.26000213623047,76.77999877929688,75.04000091552734,76.0,992370
2024-10-09,73.24715423583984,77.19999694824219,77.44000244140625,75.9800033569336,76.5999984741211,533578
2024-10-10,72.71582794189453,76.63999938964844,77.9800033569336,76.63999938964844,77.22000122070312,755115
2024-10-11,71.89986419677734,75.77999877929688,76.63999938964844,75.54000091552734,76.36000061035156,1162246
2024-10-14,72.33631134033203,76.23999786376953,76.5999984741211,75.5,76.37999725341797,652628
2024-10-15,71.42546081542969,75.27999877929688,76.4000015258789,74.55999755859375,76.33999633789062,952992
2024-10-16,70.9131088256836,74.73999786376953,75.33999633789062,74.0199966430664,74.76000213623047,798822
2024-10-17,70.93209075927734,74.76000213623047,75.30000305175781,74.12000274658203,74.87999725341797,687665
2024-10-18,71.25467681884766,75.0999984741211,76.55999755859375,74.73999786376953,74.76000213623047,964531
2024-10-21,71.04594421386719,74.87999725341797,75.72000122070312,74.45999908447266,74.91999816894531,667610
2024-10-22,71.36853790283203,75.22000122070312,75.41999816894531,74.55999755859375,74.63999938964844,573426
2024-10-23,71.69112396240234,75.55999755859375,76.91999816894531,75.30000305175781,75.4800033569336,614520
2024-10-24,72.56402587890625,76.4800033569336,78.54000091552734,75.44000244140625,75.44000244140625,1196095
2024-10-25,72.10859680175781,76.0,76.73999786376953,75.36000061035156,75.69999694824219,729592
2024-10-28,71.6531753540039,75.5199966430664,77.0,74.4800033569336,76.69999694824219,713271
2024-10-29,70.49564361572266,74.30000305175781,76.08000183105469,74.04000091552734,75.45999908447266,873128
2024-10-30,69.67967987060547,73.44000244140625,74.18000030517578,72.58000183105469,73.58000183105469,1545461
2024-10-31,68.61702728271484,72.31999969482422,73.45999908447266,72.22000122070312,72.95999908447266,1085173
2024-11-01,68.61702728271484,72.31999969482422,72.31999969482422,72.31999969482422,72.31999969482422,0
2024-11-04,68.9775619506836,72.69999694824219,74.16000366210938,72.58000183105469,73.0,877772
2024-11-05,68.90166473388672,72.62000274658203,73.33999633789062,72.0999984741211,73.0,879376
2024-11-06,64.36640930175781,67.83999633789062,70.13999938964844,66.83999633789062,69.72000122070312,4432310
2024-11-07,66.24503326416016,69.81999969482422,70.36000061035156,68.0999984741211,68.0999984741211,1914711
2024-11-08,64.1197280883789,67.58000183105469,69.55999755859375,66.9000015258789,69.5,1953285
2024-11-11,64.36640930175781,67.83999633789062,68.54000091552734,66.5199966430664,68.13999938964844,1313425
2024-11-12,63.778160095214844,67.22000122070312,68.73999786376953,66.9000015258789,67.0199966430664,1229133
2024-11-13,62.582672119140625,65.95999908447266,67.22000122070312,65.26000213623047,66.77999877929688,1476211
2024-11-14,64.17665100097656,67.63999938964844,67.91999816894531,65.76000213623047,66.0999984741211,1579649
2024-11-15,64.44231414794922,67.91999816894531,68.58000183105469,67.0,67.0,1068127
2024-11-18,65.20135498046875,68.72000122070312,69.55999755859375,68.0999984741211,68.0999984741211,1056530
2024-11-19,65.52394104003906,69.05999755859375,69.55999755859375,68.08000183105469,68.76000213623047,1463579
2024-11-20,64.99261474609375,68.5,69.45999908447266,68.31999969482422,69.19999694824219,972719
2024-11-21,64.46129608154297,67.94000244140625,68.4000015258789,66.68000030517578,68.37999725341797,1051453
2024-11-22,64.32846069335938,67.80000305175781,68.27999877929688,66.5199966430664,67.91999816894531,1008051
2024-11-25,65.75165557861328,69.30000305175781,69.54000091552734,68.13999938964844,68.5999984741211,3423771
2024-11-26,64.97364807128906,68.4800033569336,68.95999908447266,67.5199966430664,68.22000122070312,1033213
2024-11-27,64.89774322509766,68.4000015258789,68.4000015258789,67.4800033569336,68.0,971588
2024-11-28,64.89774322509766,68.4000015258789,68.4000015258789,68.4000015258789,68.4000015258789,0
2024-11-29,66.43478393554688,70.0199966430664,70.16000366210938,68.41999816894531,68.4800033569336,1333656
2024-12-02,68.19954681396484,71.87999725341797,72.66000366210938,69.04000091552734,69.41999816894531,1868344
2024-12-03,68.12364959716797,71.80000305175781,73.66000366210938,71.80000305175781,72.73999786376953,1429884
2024-12-04,69.67967987060547,73.44000244140625,73.5999984741211,71.94000244140625,72.04000091552734,1337572
2024-12-05,71.34955596923828,75.19999694824219,75.30000305175781,73.36000061035156,73.36000061035156,1497475
2024-12-06,73.28510284423828,77.23999786376953,77.31999969482422,75.45999908447266,76.0,1776441
2024-12-09,75.14474487304688,79.19999694824219,79.95999908447266,78.05999755859375,78.0999984741211,1936993
2024-12-10,75.14474487304688,79.19999694824219,79.19999694824219,79.19999694824219,79.19999694824219,0
