Price,Adj Close,Close,High,Low,Open,Volume
Ticker,SIE.DE,SIE.DE,SIE.DE,SIE.DE,SIE.DE,SIE.DE
Date,,,,,,
2024-05-24,173.2465362548828,177.3000030517578,177.60000610351562,175.0399932861328,175.24000549316406,805999
2024-05-27,174.82949829101562,178.9199981689453,179.13999938964844,177.60000610351562,177.83999633789062,610332
2024-05-28,173.2074432373047,177.25999450683594,181.16000366210938,177.17999267578125,179.36000061035156,787842
2024-05-29,171.72219848632812,175.74000549316406,177.5399932861328,175.33999633789062,176.3000030517578,883163
2024-05-30,172.093505859375,176.1199951171875,176.63999938964844,174.60000610351562,175.0399932861328,757535
2024-05-31,172.2303009033203,176.25999450683594,176.83999633789062,175.10000610351562,176.0800018310547,2251252
2024-06-03,174.0868682861328,178.16000366210938,179.60000610351562,177.10000610351562,178.8000030517578,745486
2024-06-04,170.2955780029297,174.27999877929688,179.0,174.27999877929688,178.5800018310547,1232510
2024-06-05,174.73179626464844,178.82000732421875,178.82000732421875,175.3800048828125,175.60000610351562,828300
2024-06-06,171.66355895996094,175.67999267578125,179.52000427246094,175.13999938964844,178.8800048828125,826573
2024-06-07,170.45191955566406,174.44000244140625,175.25999450683594,172.6199951171875,175.0,1034765
2024-06-10,170.45191955566406,174.44000244140625,174.52000427246094,172.05999755859375,174.1199951171875,717411
2024-06-11,168.51719665527344,172.4600067138672,175.44000244140625,172.17999267578125,174.6999969482422,953042
2024-06-12,174.0282440185547,178.10000610351562,178.5800018310547,172.3000030517578,173.1199951171875,975006
2024-06-13,166.93421936035156,170.83999633789062,177.55999755859375,170.44000244140625,177.27999877929688,1395794
2024-06-14,161.95082092285156,165.74000549316406,171.10000610351562,165.67999267578125,170.8000030517578,1686923
2024-06-17,164.25686645507812,168.10000610351562,168.6199951171875,166.4600067138672,166.72000122070312,963805
2024-06-18,164.58909606933594,168.44000244140625,170.3800048828125,167.22000122070312,169.63999938964844,919623
2024-06-19,164.3936767578125,168.24000549316406,169.9199981689453,167.8000030517578,169.27999877929688,805960
2024-06-20,166.44564819335938,170.33999633789062,171.17999267578125,169.0800018310547,169.0800018310547,1201442
2024-06-21,164.3545684814453,168.1999969482422,170.44000244140625,166.89999389648438,170.27999877929688,2772550
2024-06-24,167.129638671875,171.0399932861328,171.6199951171875,168.47999572753906,168.60000610351562,1103330
2024-06-25,165.70303344726562,169.5800018310547,170.89999389648438,167.4199981689453,169.02000427246094,1061924
2024-06-26,165.35125732421875,169.22000122070312,171.3800048828125,167.8000030517578,170.72000122070312,1018548
2024-06-27,169.57249450683594,173.5399932861328,175.39999389648438,169.05999755859375,169.05999755859375,1292876
2024-06-28,169.74838256835938,173.72000122070312,176.36000061035156,172.77999877929688,175.0,1556755
2024-07-01,173.07064819335938,177.1199951171875,178.5,175.5,177.60000610351562,1041900
2024-07-02,170.8427734375,174.83999633789062,176.32000732421875,173.97999572753906,175.86000061035156,829180
2024-07-03,172.7188720703125,176.75999450683594,177.47999572753906,174.27999877929688,176.10000610351562,1114131
2024-07-04,173.28561401367188,177.33999633789062,177.74000549316406,176.4199981689453,176.94000244140625,506141
2024-07-05,173.07064819335938,177.1199951171875,180.4199981689453,176.3800048828125,178.3000030517578,787561
2024-07-08,173.1097412109375,177.16000366210938,179.10000610351562,176.9199981689453,177.0,630076
2024-07-09,169.29888916015625,173.25999450683594,176.6199951171875,172.5399932861328,176.47999572753906,1056053
2024-07-10,172.34756469726562,176.3800048828125,176.89999389648438,173.1999969482422,173.52000427246094,782899
2024-07-11,174.80995178222656,178.89999389648438,179.10000610351562,176.3000030517578,177.94000244140625,749948
2024-07-12,179.94970703125,184.16000366210938,184.89999389648438,178.5800018310547,179.5,1296935
2024-07-15,176.74468994140625,180.8800048828125,184.0399932861328,180.77999877929688,183.44000244140625,767790
2024-07-16,177.4091339111328,181.55999755859375,181.77999877929688,179.44000244140625,180.0800018310547,509570
2024-07-17,174.32138061523438,178.39999389648438,181.63999938964844,177.17999267578125,180.6199951171875,695409
2024-07-18,166.6215362548828,170.52000427246094,177.1999969482422,170.52000427246094,177.1999969482422,1700598
2024-07-19,166.54336547851562,170.44000244140625,173.0,169.9600067138672,170.1999969482422,1379865
2024-07-22,169.29888916015625,173.25999450683594,175.1999969482422,171.60000610351562,172.0,832841
2024-07-23,169.65066528320312,173.6199951171875,176.0399932861328,172.9199981689453,173.27999877929688,664633
2024-07-24,167.5205078125,171.44000244140625,173.82000732421875,170.55999755859375,171.3800048828125,1060941
2024-07-25,164.96041870117188,168.82000732421875,169.33999633789062,166.10000610351562,168.02000427246094,1071524
2024-07-26,165.9375457763672,169.82000732421875,170.4600067138672,168.02000427246094,168.75999450683594,899465
2024-07-29,164.0028076171875,167.83999633789062,171.33999633789062,167.60000610351562,171.0,815974
2024-07-30,164.64772033691406,168.5,169.1199951171875,167.4199981689453,168.1199951171875,892748
2024-07-31,165.54669189453125,169.4199981689453,170.67999267578125,168.3800048828125,169.47999572753906,1213408
2024-08-01,160.7782440185547,164.5399932861328,168.60000610351562,163.9199981689453,167.0399932861328,1218758
