symbol,ice_ticker
SAP.DE,SAP
ASML.AS,ASML
BMW.DE,BMW

symbol,bucket
SAP.DE,EU_IG_OAS
ASML.AS,EU_IG_OAS
BMW.DE,EU_IG_OAS
TSLA,US_HY_OAS
AAPL,US_IG_OAS
NVDA,US_IG_OAS
